,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,hcluster
9639,2020-10-17-21,Format3,480,70,33600,Inter223,Web,Mobile,Display,3669352,1114436,1025535,6380,1601.44,0.35,1040.94,0.62,1.56,0.25,4
9640,2020-9-27-15,Format3,480,70,33600,Inter226,Web,Mobile,Display,1559404,757623,715819,5022,1601.7,0.35,1041.1,0.7,2.24,0.32,4
9641,2020-9-5-9,Format3,480,70,33600,Inter228,Video,Mobile,Video,943054,528655,503224,3099,1601.87,0.35,1041.22,0.62,3.18,0.52,4
9642,2020-9-23-12,Format3,480,70,33600,Inter225,Video,Mobile,Display,2182798,890694,826748,5711,1601.93,0.35,1041.25,0.69,1.94,0.28,4
9643,2020-10-18-6,Format1,300,250,75000,Inter224,Web,Desktop,Video,1318888,731055,712142,1796,1602.16,0.35,1041.4,0.25,2.25,0.89,4
9644,2020-9-9-17,Format7,300,600,180000,Inter218,App,Mobile,Display,326215,182785,153033,14809,1602.24,0.35,1041.45,9.68,10.47,0.11,3
9645,2020-11-6-6,Format1,300,250,75000,Inter220,Web,Mobile,Video,1924169,885229,869755,1980,1602.29,0.35,1041.49,0.23,1.84,0.81,4
9646,2020-9-30-0,Format3,480,70,33600,Inter224,Web,Desktop,Video,2007136,853012,765660,3925,1602.61,0.35,1041.7,0.51,2.09,0.41,4
9647,2020-9-11-21,Format6,336,250,84000,inter230,Video,Mobile,Display,495850,218642,191729,22742,1602.71,0.35,1041.76,11.86,8.36,0.07,3
9648,2020-9-17-6,Format4,120,600,72000,Inter221,App,Mobile,Display,127736,105632,89208,11796,1603.02,0.35,1041.96,13.22,17.97,0.14,2
9649,2020-11-1-14,Format3,480,70,33600,Inter228,Video,Mobile,Video,1791600,836260,792017,4887,1603.07,0.35,1042.0,0.62,2.02,0.33,4
9650,2020-10-31-19,Format3,480,70,33600,Inter229,Video,Desktop,Display,1794180,857430,817008,4515,1603.29,0.35,1042.14,0.55,1.96,0.36,4
9651,2020-10-20-9,Format5,720,300,216000,Inter219,Video,Desktop,Video,195379,132144,114581,16615,1603.35,0.35,1042.17,14.5,13.99,0.1,3
9652,2020-10-6-14,Format3,480,70,33600,Inter221,App,Mobile,Display,2527884,832726,779384,5477,1603.37,0.35,1042.19,0.7,2.06,0.29,4
9653,2020-10-22-14,Format6,336,250,84000,Inter228,Video,Mobile,Video,1991391,795214,739499,4543,1603.37,0.35,1042.19,0.61,2.17,0.35,4
9654,2020-10-1-20,Format5,720,300,216000,Inter224,Web,Desktop,Video,516227,230309,194460,20973,1603.51,0.35,1042.28,10.79,8.25,0.08,3
9655,2020-10-17-18,Format3,480,70,33600,Inter229,Video,Desktop,Video,1867218,847490,804379,4548,1603.61,0.35,1042.35,0.57,1.99,0.35,4
9656,2020-10-12-11,Format3,480,70,33600,Inter219,Video,Desktop,Display,1533282,760396,722168,4053,1603.63,0.35,1042.36,0.56,2.22,0.4,4
9657,2020-10-16-11,Format3,480,70,33600,Inter220,Web,Mobile,Display,1810757,777757,726446,3934,1603.78,0.35,1042.46,0.54,2.21,0.41,4
9658,2020-10-23-17,Format3,480,70,33600,Inter219,Video,Desktop,Video,1724751,866022,823672,4784,1604.39,0.35,1042.86,0.58,1.95,0.34,4
9659,2020-11-8-4,Format4,120,600,72000,Inter226,Web,Mobile,Video,117818,95057,77188,10581,1604.63,0.35,1043.01,13.71,20.79,0.15,2
9660,2020-9-15-16,Format3,480,70,33600,Inter219,Video,Desktop,Display,2621937,996069,921073,6267,1604.77,0.35,1043.1,0.68,1.74,0.26,4
9661,2020-9-4-10,Format3,480,70,33600,Inter218,App,Mobile,Video,1577699,818918,764911,4112,1604.83,0.35,1043.14,0.54,2.1,0.39,4
9662,2020-10-26-7,Format6,336,250,84000,Inter227,App,Mobile,Display,1520979,704060,660840,3524,1604.84,0.35,1043.15,0.53,2.43,0.46,4
9663,2020-10-21-22,Format3,480,70,33600,Inter227,App,Mobile,Video,4015074,1316608,1224860,6486,1605.01,0.35,1043.26,0.53,1.31,0.25,4
9664,2020-10-23-15,Format3,480,70,33600,Inter217,Web,Desktop,Video,2128693,894159,825467,5051,1605.04,0.35,1043.28,0.61,1.94,0.32,4
9665,2020-9-30-0,Format5,720,300,216000,Inter223,Web,Mobile,Video,202613,145784,128010,14009,1605.24,0.35,1043.41,10.94,12.54,0.11,3
9666,2020-9-22-17,Format5,720,300,216000,Inter227,App,Mobile,Video,415824,208999,182676,22908,1605.54,0.35,1043.6,12.54,8.79,0.07,3
9667,2020-11-23-14,Format5,720,300,216000,Inter219,Video,Desktop,Video,423304,216187,170859,23500,1605.63,0.35,1043.66,13.75,9.4,0.07,3
9668,2020-10-10-13,Format6,336,250,84000,Inter222,Video,Desktop,Video,1903046,784428,734644,4322,1605.89,0.35,1043.83,0.59,2.19,0.37,4
9669,2020-9-8-20,Format5,720,300,216000,Inter223,Web,Mobile,Video,566269,241195,207246,22175,1606.06,0.35,1043.94,10.7,7.75,0.07,3
9670,2020-11-24-5,Format1,300,250,75000,Inter221,App,Mobile,Display,1556758,895088,867457,2021,1606.2,0.35,1044.03,0.23,1.85,0.79,4
9671,2020-9-10-16,Format5,720,300,216000,inter230,Video,Mobile,Video,322704,178066,153841,16514,1606.3,0.35,1044.1,10.73,10.44,0.1,3
9672,2020-9-19-10,Format6,336,250,84000,Inter226,Web,Mobile,Video,1867440,770598,721860,4703,1606.39,0.35,1044.16,0.65,2.23,0.34,4
9673,2020-10-26-12,Format3,480,70,33600,Inter225,Video,Mobile,Video,1638961,819433,780461,4438,1606.41,0.35,1044.16,0.57,2.06,0.36,4
9674,2020-11-24-2,Format1,300,250,75000,Inter219,Video,Desktop,Display,1905335,1054855,1019453,2227,1606.42,0.35,1044.17,0.22,1.58,0.72,4
9675,2020-11-2-0,Format5,720,300,216000,Inter225,Video,Mobile,Display,255317,159973,137080,16828,1606.44,0.35,1044.19,12.28,11.72,0.1,3
9676,2020-11-6-18,Format3,480,70,33600,Inter217,Web,Desktop,Display,2088092,1009025,966649,5014,1606.61,0.35,1044.3,0.52,1.66,0.32,4
9677,2020-10-6-10,Format5,720,300,216000,Inter220,Web,Mobile,Video,324284,179786,153374,18446,1606.79,0.35,1044.41,12.03,10.48,0.09,3
9678,2020-9-28-14,Format5,720,300,216000,Inter221,App,Mobile,Display,340426,193611,163149,18395,1606.94,0.35,1044.51,11.27,9.85,0.09,3
9679,2020-10-1-6,Format4,120,600,72000,Inter228,Video,Mobile,Video,147156,108035,90475,12790,1606.94,0.35,1044.51,14.14,17.76,0.13,2
9680,2020-9-13-0,Format5,720,300,216000,Inter218,App,Mobile,Video,286583,179309,154221,12891,1607.37,0.35,1044.79,8.36,10.42,0.12,3
9681,2020-11-22-0,Format3,480,70,33600,Inter218,App,Mobile,Display,2286244,1006296,953353,3325,1607.55,0.35,1044.91,0.35,1.69,0.48,4
9682,2020-10-4-14,Format3,480,70,33600,Inter223,Web,Mobile,Video,2408775,798418,744368,5633,1607.83,0.35,1045.09,0.76,2.16,0.29,4
9683,2020-11-6-17,Format3,480,70,33600,Inter224,Web,Desktop,Video,3042888,1149184,1081375,5391,1607.91,0.35,1045.14,0.5,1.49,0.3,4
9684,2020-11-21-1,Format1,300,250,75000,Inter226,Web,Mobile,Video,1592525,875361,858422,1722,1607.97,0.35,1045.18,0.2,1.87,0.93,4
9685,2020-11-2-6,Format1,300,250,75000,Inter229,Video,Desktop,Video,1441335,712663,698907,1833,1608.28,0.35,1045.38,0.26,2.3,0.88,4
9686,2020-9-12-7,Format3,480,70,33600,Inter217,Web,Desktop,Display,868661,567384,551147,3058,1608.45,0.35,1045.49,0.55,2.92,0.53,4
9687,2020-9-3-16,Format3,480,70,33600,Inter225,Video,Mobile,Video,1382980,720133,685934,4293,1608.47,0.35,1045.51,0.63,2.34,0.37,4
9688,2020-9-7-17,Format5,720,300,216000,Inter224,Web,Desktop,Video,454259,220386,194662,24085,1608.48,0.35,1045.51,12.37,8.26,0.07,3
9689,2020-9-22-12,Format3,480,70,33600,Inter219,Video,Desktop,Video,2270175,876456,812623,6099,1608.48,0.35,1045.51,0.75,1.98,0.26,4
9690,2020-10-22-11,Format3,480,70,33600,Inter218,App,Mobile,Video,1876639,799731,745805,3991,1608.52,0.35,1045.54,0.54,2.16,0.4,4
9691,2020-10-1-11,Format3,480,70,33600,Inter219,Video,Desktop,Video,2148596,834365,771482,5648,1608.56,0.35,1045.56,0.73,2.09,0.28,4
9692,2020-11-8-8,Format4,120,600,72000,Inter222,Video,Desktop,Display,143330,114617,98736,19539,1608.7,0.35,1045.66,19.79,16.29,0.08,2
9693,2020-10-15-22,Format5,720,300,216000,Inter218,App,Mobile,Display,443880,207818,177290,20232,1608.82,0.35,1045.73,11.41,9.07,0.08,3
9694,2020-10-27-14,Format3,480,70,33600,Inter220,Web,Mobile,Video,2202689,857528,800441,4820,1608.88,0.35,1045.77,0.6,2.01,0.33,4
9695,2020-10-18-1,Format5,720,300,216000,Inter226,Web,Mobile,Display,245626,174480,142299,11170,1608.9,0.35,1045.79,7.85,11.31,0.14,3
9696,2020-9-9-5,Format1,300,250,75000,Inter224,Web,Desktop,Video,1486767,942905,916520,2191,1609.06,0.35,1045.89,0.24,1.76,0.73,4
9697,2020-10-20-16,Format3,480,70,33600,Inter221,App,Mobile,Display,1651329,825332,785755,4307,1609.89,0.35,1046.43,0.55,2.05,0.37,4
9698,2020-9-18-7,Format5,720,300,216000,Inter221,App,Mobile,Display,202792,144202,128235,17244,1610.11,0.35,1046.57,13.45,12.56,0.09,3
9699,2020-9-21-18,Format5,720,300,216000,Inter224,Web,Desktop,Display,483975,229764,199141,24225,1610.48,0.35,1046.81,12.16,8.09,0.07,3
9700,2020-9-5-10,Format5,720,300,216000,Inter229,Video,Desktop,Video,180787,131099,112834,13830,1610.73,0.35,1046.98,12.26,14.28,0.12,3
9701,2020-10-10-20,Format5,720,300,216000,Inter225,Video,Mobile,Video,513461,233456,185112,19870,1611.02,0.35,1047.16,10.73,8.7,0.08,3
9702,2020-11-24-10,Format3,480,70,33600,Inter219,Video,Desktop,Video,1165159,600054,579524,2948,1611.2,0.35,1047.28,0.51,2.78,0.55,4
9703,2020-11-1-19,Format3,480,70,33600,Inter218,App,Mobile,Display,2136384,908670,862476,5264,1611.3,0.35,1047.35,0.61,1.87,0.31,4
9704,2020-10-5-19,Format7,300,600,180000,Inter229,Video,Desktop,Display,3131800,898149,823048,6856,1611.76,0.35,1047.65,0.83,1.96,0.24,4
9705,2020-9-26-20,Format6,336,250,84000,inter230,Video,Mobile,Video,2399379,1043379,993273,5949,1611.77,0.35,1047.65,0.6,1.62,0.27,4
9706,2020-10-9-1,Format1,300,250,75000,Inter224,Web,Desktop,Display,1680048,913590,900984,1866,1611.9,0.35,1047.73,0.21,1.79,0.86,4
9707,2020-9-2-15,Format3,480,70,33600,Inter219,Video,Desktop,Video,1125777,848536,819238,3547,1611.99,0.35,1047.79,0.43,1.97,0.45,4
9708,2020-9-20-21,Format3,480,70,33600,Inter225,Video,Mobile,Video,3495134,1136454,1059774,8839,1612.3,0.35,1048.0,0.83,1.52,0.18,4
9709,2020-9-20-13,Format5,720,300,216000,Inter227,App,Mobile,Display,374682,200069,175324,21199,1612.31,0.35,1048.0,12.09,9.2,0.08,3
9710,2020-9-6-17,Format5,720,300,216000,Inter217,Web,Desktop,Video,442548,208654,182472,24079,1612.36,0.35,1048.04,13.2,8.84,0.07,3
9711,2020-9-3-21,Format5,720,300,216000,Inter217,Web,Desktop,Video,592030,241848,204155,22750,1613.12,0.35,1048.53,11.14,7.9,0.07,3
9712,2020-10-8-11,Format3,480,70,33600,Inter224,Web,Desktop,Display,1781988,659872,619105,3871,1613.26,0.35,1048.62,0.63,2.61,0.42,4
9713,2020-10-7-22,Format5,720,300,216000,Inter226,Web,Mobile,Video,451059,210545,183713,22488,1613.4,0.35,1048.71,12.24,8.78,0.07,3
9714,2020-11-11-0,Format5,720,300,216000,Inter222,Video,Desktop,Video,161431,115215,98848,12320,1613.54,0.35,1048.8,12.46,16.32,0.13,3
9715,2020-9-23-11,Format7,300,600,180000,Inter217,Web,Desktop,Display,2091621,846717,785249,5355,1613.62,0.35,1048.85,0.68,2.05,0.3,4
9716,2020-9-2-14,Format3,480,70,33600,Inter228,Video,Mobile,Display,1025483,788829,763237,3245,1613.65,0.35,1048.87,0.43,2.11,0.5,4
9717,2020-10-30-17,Format5,720,300,216000,Inter227,App,Mobile,Display,416764,206981,170275,18981,1613.88,0.35,1049.02,11.15,9.48,0.09,3
9718,2020-10-7-18,Format3,480,70,33600,Inter221,App,Mobile,Display,1983081,954030,916707,4629,1613.92,0.35,1049.04,0.5,1.76,0.35,4
9719,2020-10-31-21,Format3,480,70,33600,Inter224,Web,Desktop,Display,2707094,1163655,1112859,5594,1614.05,0.35,1049.13,0.5,1.45,0.29,4
9720,2020-11-17-1,Format1,300,250,75000,Inter227,App,Mobile,Display,1739641,864682,851286,1825,1614.4,0.35,1049.36,0.21,1.9,0.88,4
9721,2020-9-17-20,Format3,480,70,33600,Inter227,App,Mobile,Display,2920777,1287060,1235143,5769,1614.62,0.35,1049.5,0.47,1.31,0.28,4
9722,2020-9-20-21,Format5,720,300,216000,Inter226,Web,Mobile,Display,477214,223704,194768,24712,1614.63,0.35,1049.51,12.69,8.29,0.07,3
9723,2020-9-6-18,Format3,480,70,33600,Inter225,Video,Mobile,Video,2159029,973853,916531,5381,1614.89,0.35,1049.68,0.59,1.76,0.3,4
9724,2020-11-8-9,Format4,120,600,72000,Inter226,Web,Mobile,Video,153388,124459,107219,20152,1615.03,0.35,1049.77,18.8,15.06,0.08,2
9725,2020-10-23-16,Format3,480,70,33600,Inter220,Web,Mobile,Display,1443278,791913,751968,4282,1615.44,0.35,1050.04,0.57,2.15,0.38,4
9726,2020-10-31-18,Format5,720,300,216000,inter230,Video,Mobile,Video,397314,196249,158829,19022,1615.5,0.35,1050.08,11.98,10.17,0.08,3
9727,2020-10-5-11,Format3,480,70,33600,Inter219,Video,Desktop,Display,1534558,731574,695734,4458,1615.91,0.35,1050.34,0.64,2.32,0.36,4
9728,2020-9-19-6,Format3,480,70,33600,Inter228,Video,Mobile,Video,1387411,641956,604604,3639,1616.47,0.35,1050.71,0.6,2.67,0.44,4
9729,2020-10-3-13,Format3,480,70,33600,Inter221,App,Mobile,Display,2225163,839604,785647,5961,1616.56,0.35,1050.76,0.76,2.06,0.27,4
9730,2020-11-1-11,Format5,720,300,216000,Inter226,Web,Mobile,Video,450731,215745,175145,22034,1616.63,0.35,1050.81,12.58,9.23,0.07,3
9731,2020-10-24-9,Format5,720,300,216000,Inter217,Web,Desktop,Video,214001,138879,114509,13995,1616.85,0.35,1050.95,12.22,14.12,0.12,3
9732,2020-11-6-18,Format6,336,250,84000,Inter217,Web,Desktop,Display,3228343,1214193,1139910,5884,1616.87,0.35,1050.97,0.52,1.42,0.27,4
9733,2020-11-16-1,Format5,720,300,216000,Inter220,Web,Mobile,Video,293114,188692,153144,16224,1616.89,0.35,1050.98,10.59,10.56,0.1,3
9734,2020-9-15-16,Format3,480,70,33600,Inter228,Video,Mobile,Video,1499865,765454,732241,4719,1617.04,0.35,1051.07,0.64,2.21,0.34,4
9735,2020-10-14-9,Format3,480,70,33600,Inter224,Web,Desktop,Display,1830412,745918,698284,3773,1617.04,0.35,1051.07,0.54,2.32,0.43,4
9736,2020-10-10-0,Format5,720,300,216000,Inter229,Video,Desktop,Video,179441,126902,106260,13312,1617.44,0.35,1051.34,12.53,15.22,0.12,3
9737,2020-10-22-13,Format3,480,70,33600,Inter223,Web,Mobile,Display,2014610,809347,753707,4486,1618.52,0.35,1052.04,0.6,2.15,0.36,4
9738,2020-9-17-17,Format3,480,70,33600,Inter219,Video,Desktop,Video,2739526,1063237,985691,6095,1618.73,0.35,1052.17,0.62,1.64,0.27,4
9739,2020-9-30-12,Format3,480,70,33600,Inter228,Video,Mobile,Video,2262446,834941,749909,5840,1618.9,0.35,1052.29,0.78,2.16,0.28,4
9740,2020-10-23-0,Format3,480,70,33600,inter230,Video,Mobile,Display,2105183,938528,882386,3638,1618.95,0.35,1052.32,0.41,1.83,0.45,4
9741,2020-11-11-16,Format3,480,70,33600,Inter219,Video,Desktop,Display,1663829,830640,792016,4152,1619.03,0.35,1052.37,0.52,2.04,0.39,4
9742,2020-9-17-17,Format3,480,70,33600,Inter228,Video,Mobile,Display,1796706,904864,862100,4845,1619.69,0.35,1052.8,0.56,1.88,0.33,4
9743,2020-10-31-18,Format3,480,70,33600,Inter227,App,Mobile,Video,1622220,785363,749321,4111,1619.79,0.35,1052.86,0.55,2.16,0.39,4
9744,2020-9-5-21,Format7,300,600,180000,Inter220,Web,Mobile,Video,3762759,1372525,1271526,7436,1619.94,0.35,1052.96,0.58,1.27,0.22,4
9745,2020-11-17-5,Format1,300,250,75000,inter230,Video,Mobile,Display,1681316,867414,845318,2360,1620.27,0.35,1053.17,0.28,1.92,0.69,4
9746,2020-9-5-6,Format1,300,250,75000,Inter218,App,Mobile,Display,1744899,937803,920659,2009,1620.29,0.35,1053.19,0.22,1.76,0.81,4
9747,2020-9-28-15,Format5,720,300,216000,Inter217,Web,Desktop,Display,359631,201652,169733,19070,1620.48,0.35,1053.31,11.24,9.55,0.08,3
9748,2020-11-18-14,Format3,480,70,33600,Inter227,App,Mobile,Display,2317095,1027422,965069,4935,1620.68,0.35,1053.44,0.51,1.68,0.33,4
9749,2020-9-7-15,Format3,480,70,33600,Inter217,Web,Desktop,Video,1737171,818623,775199,4870,1620.71,0.35,1053.46,0.63,2.09,0.33,4
9750,2020-10-5-20,Format5,720,300,216000,Inter217,Web,Desktop,Video,452346,223708,188952,21512,1620.87,0.35,1053.56,11.38,8.58,0.08,3
9751,2020-10-23-13,Format3,480,70,33600,Inter225,Video,Mobile,Video,2044230,936730,876609,4679,1621.19,0.35,1053.78,0.53,1.85,0.35,4
9752,2020-9-14-21,Format5,720,300,216000,Inter219,Video,Desktop,Video,571830,241167,207806,21603,1621.21,0.35,1053.79,10.4,7.8,0.08,3
9753,2020-9-22-18,Format3,480,70,33600,Inter223,Web,Mobile,Display,2127038,996220,942857,5643,1621.28,0.35,1053.84,0.6,1.72,0.29,4
9754,2020-10-6-2,Format1,300,250,75000,Inter223,Web,Mobile,Display,2011718,1333318,1301131,2932,1621.33,0.35,1053.86,0.23,1.25,0.55,4
9755,2020-11-20-15,Format5,720,300,216000,Inter226,Web,Mobile,Display,298908,180310,143944,18400,1621.8,0.35,1054.17,12.78,11.27,0.09,3
9756,2020-10-20-0,Format5,720,300,216000,Inter225,Video,Mobile,Display,366656,211668,180846,14475,1622.11,0.35,1054.37,8.0,8.97,0.11,3
9757,2020-9-18-22,Format3,480,70,33600,Inter227,App,Mobile,Display,3578220,1273481,1193800,7348,1622.15,0.35,1054.4,0.62,1.36,0.22,4
9758,2020-9-22-14,Format3,480,70,33600,Inter228,Video,Mobile,Display,2287445,894531,828141,6339,1622.24,0.35,1054.45,0.77,1.96,0.26,4
9759,2020-9-16-9,Format3,480,70,33600,Inter218,App,Mobile,Display,1873894,819846,766232,4309,1622.47,0.35,1054.61,0.56,2.12,0.38,4
9760,2020-11-2-21,Format3,480,70,33600,Inter221,App,Mobile,Display,4798686,1594443,1505305,6824,1622.69,0.35,1054.75,0.45,1.08,0.24,4
9761,2020-10-2-13,Format5,720,300,216000,Inter224,Web,Desktop,Display,321190,191756,163937,17189,1623.02,0.35,1054.96,10.49,9.9,0.09,3
9762,2020-11-21-16,Format3,480,70,33600,Inter227,App,Mobile,Video,1462213,762587,729648,4004,1623.4,0.35,1055.21,0.55,2.22,0.41,4
9763,2020-10-3-7,Format3,480,70,33600,Inter224,Web,Desktop,Video,1038205,601006,574116,3542,1623.56,0.35,1055.31,0.62,2.83,0.46,4
9764,2020-10-28-6,Format1,300,250,75000,Inter218,App,Mobile,Video,1641541,842928,815606,1911,1623.58,0.35,1055.32,0.23,1.99,0.85,4
9765,2020-9-24-16,Format3,480,70,33600,Inter220,Web,Mobile,Video,1506202,774748,732451,4966,1623.82,0.35,1055.48,0.68,2.22,0.33,4
9766,2020-9-30-13,Format6,336,250,84000,Inter229,Video,Desktop,Display,1386817,767548,728032,4768,1624.6,0.35,1055.99,0.65,2.23,0.34,4
9767,2020-9-30-21,Format3,480,70,33600,Inter218,App,Mobile,Display,4336495,1346608,1190492,8333,1624.88,0.35,1056.17,0.7,1.36,0.19,4
9768,2020-11-15-22,Format3,480,70,33600,Inter224,Web,Desktop,Display,4064700,1412469,1309334,6549,1624.89,0.35,1056.18,0.5,1.24,0.25,4
9769,2020-9-17-21,Format5,720,300,216000,Inter227,App,Mobile,Video,580723,255081,216003,20295,1624.91,0.35,1056.19,9.4,7.52,0.08,3
9770,2020-11-24-7,Format3,480,70,33600,Inter229,Video,Desktop,Display,994492,572754,547931,2493,1624.99,0.35,1056.24,0.45,2.97,0.65,4
9771,2020-11-1-15,Format3,480,70,33600,Inter224,Web,Desktop,Display,2981904,1075801,1011528,5401,1625.06,0.35,1056.29,0.53,1.61,0.3,4
9772,2020-9-29-17,Format5,720,300,216000,Inter225,Video,Mobile,Video,367476,206935,174465,18851,1625.22,0.35,1056.39,10.81,9.32,0.09,3
9773,2020-9-13-14,Format3,480,70,33600,Inter217,Web,Desktop,Video,2406655,950646,883939,6456,1625.48,0.35,1056.56,0.73,1.84,0.25,4
9774,2020-10-30-21,Format3,480,70,33600,inter230,Video,Mobile,Display,3079418,1443709,1391242,5686,1625.58,0.35,1056.63,0.41,1.17,0.29,4
9775,2020-9-21-8,Format5,720,300,216000,Inter217,Web,Desktop,Display,305762,178637,153135,17813,1626.0,0.35,1056.9,11.63,10.62,0.09,3
9776,2020-11-6-7,Format5,720,300,216000,Inter220,Web,Mobile,Video,198257,124292,107283,15357,1626.01,0.35,1056.91,14.31,15.16,0.11,3
9777,2020-11-7-19,Format3,480,70,33600,Inter222,Video,Desktop,Video,3117408,1073757,1003254,5466,1626.27,0.35,1057.08,0.54,1.62,0.3,4
9778,2020-10-25-17,Format3,480,70,33600,Inter228,Video,Mobile,Video,1960781,945792,901811,4691,1626.56,0.35,1057.26,0.52,1.8,0.35,4
9779,2020-9-22-19,Format5,720,300,216000,Inter220,Web,Mobile,Display,460601,231975,193876,18371,1626.72,0.35,1057.37,9.48,8.39,0.09,3
9780,2020-9-17-7,Format3,480,70,33600,Inter228,Video,Mobile,Video,1083998,608532,582803,3214,1626.77,0.35,1057.4,0.55,2.79,0.51,4
9781,2020-11-6-8,Format3,480,70,33600,Inter228,Video,Mobile,Video,1223270,698813,671388,3172,1627.11,0.35,1057.62,0.47,2.42,0.51,4
9782,2020-11-8-19,Format6,336,250,84000,Inter222,Video,Desktop,Display,502180,200121,172199,28398,1627.14,0.35,1057.64,16.49,9.45,0.06,3
9783,2020-11-9-10,Format5,720,300,216000,Inter226,Web,Mobile,Video,456250,212142,173373,20994,1627.2,0.35,1057.68,12.11,9.39,0.08,3
9784,2020-11-8-19,Format3,480,70,33600,Inter229,Video,Desktop,Display,2236965,1000568,960830,5023,1627.2,0.35,1057.68,0.52,1.69,0.32,4
9785,2020-10-4-11,Format3,480,70,33600,Inter229,Video,Desktop,Display,2394447,812446,755265,5347,1627.72,0.35,1058.02,0.71,2.16,0.3,4
9786,2020-10-24-10,Format5,720,300,216000,Inter226,Web,Mobile,Video,235251,150200,122188,14624,1627.87,0.35,1058.12,11.97,13.32,0.11,3
9787,2020-9-7-13,Format5,720,300,216000,Inter223,Web,Mobile,Display,351040,199799,171443,18404,1627.91,0.35,1058.14,10.73,9.5,0.09,3
9788,2020-11-4-22,Format5,720,300,216000,Inter222,Video,Desktop,Video,662766,262694,218327,31940,1628.19,0.35,1058.33,14.63,7.46,0.05,3
9789,2020-11-3-6,Format1,300,250,75000,Inter226,Web,Mobile,Display,1546695,762242,749033,1780,1628.32,0.35,1058.41,0.24,2.17,0.91,4
9790,2020-10-18-15,Format3,480,70,33600,Inter222,Video,Desktop,Video,2570092,951989,879830,5540,1628.86,0.35,1058.76,0.63,1.85,0.29,4
9791,2020-11-22-4,Format4,120,600,72000,Inter222,Video,Desktop,Display,138271,97759,79413,10232,1629.13,0.35,1058.94,12.88,20.51,0.16,2
9792,2020-10-23-22,Format3,480,70,33600,Inter227,App,Mobile,Display,3931834,1382119,1294354,7051,1629.19,0.35,1058.97,0.54,1.26,0.23,4
9793,2020-10-15-21,Format7,300,600,180000,Inter222,Video,Desktop,Display,3837845,1359958,1250933,7568,1629.21,0.35,1058.99,0.6,1.3,0.22,4
9794,2020-9-4-16,Format3,480,70,33600,Inter223,Web,Mobile,Video,1395020,722064,682006,4334,1630.39,0.35,1059.75,0.64,2.39,0.38,4
9795,2020-10-8-19,Format3,480,70,33600,Inter222,Video,Desktop,Video,2334064,1056749,1016602,5316,1630.69,0.35,1059.95,0.52,1.6,0.31,4
9796,2020-10-6-12,Format5,720,300,216000,Inter225,Video,Mobile,Display,330745,182176,154099,18137,1630.84,0.35,1060.04,11.77,10.58,0.09,3
9797,2020-11-17-11,Format5,720,300,216000,Inter224,Web,Desktop,Display,162684,124705,105823,17354,1631.34,0.35,1060.37,16.4,15.42,0.09,3
9798,2020-10-16-10,Format7,300,600,180000,Inter217,Web,Desktop,Video,1844910,845891,789769,3971,1631.71,0.35,1060.61,0.5,2.07,0.41,4
9799,2020-9-20-0,Format6,336,250,84000,Inter229,Video,Desktop,Display,265260,176788,149147,15330,1631.77,0.35,1060.65,10.28,10.94,0.11,3
9800,2020-11-2-7,Format3,480,70,33600,Inter229,Video,Desktop,Display,1577131,649002,613755,3264,1631.87,0.35,1060.71,0.53,2.66,0.5,4
9801,2020-9-13-20,Format6,336,250,84000,Inter226,Web,Mobile,Video,3586436,1144476,1066950,8180,1632.46,0.35,1061.1,0.77,1.53,0.2,4
9802,2020-9-7-20,Format3,480,70,33600,Inter225,Video,Mobile,Display,3015110,1347172,1279475,5837,1632.5,0.35,1061.12,0.46,1.28,0.28,4
9803,2020-10-19-18,Format5,720,300,216000,inter230,Video,Mobile,Display,473096,219070,177417,19462,1632.8,0.35,1061.32,10.97,9.2,0.08,3
9804,2020-10-3-6,Format4,120,600,72000,Inter228,Video,Mobile,Video,154516,113619,96039,12834,1632.85,0.35,1061.36,13.36,17.0,0.13,2
9805,2020-9-22-20,Format3,480,70,33600,inter230,Video,Mobile,Display,3211439,1397381,1335263,6293,1632.9,0.35,1061.38,0.47,1.22,0.26,4
9806,2020-9-9-20,Format3,480,70,33600,Inter218,App,Mobile,Display,4149043,1393639,1288576,7296,1632.94,0.35,1061.41,0.57,1.27,0.22,4
9807,2020-9-25-21,Format3,480,70,33600,Inter225,Video,Mobile,Video,4077741,1484118,1329699,8426,1633.0,0.35,1061.45,0.63,1.23,0.19,4
9808,2020-9-9-9,Format6,336,250,84000,Inter218,App,Mobile,Video,1941720,862900,811585,4019,1633.07,0.35,1061.5,0.5,2.01,0.41,4
9809,2020-10-1-14,Format5,720,300,216000,Inter219,Video,Desktop,Display,354885,192057,169323,22346,1633.24,0.35,1061.61,13.2,9.65,0.07,3
9810,2020-11-23-18,Format6,336,250,84000,Inter220,Web,Mobile,Video,1990059,989863,952786,4385,1633.63,0.35,1061.86,0.46,1.71,0.37,4
9811,2020-9-21-12,Format7,300,600,180000,inter230,Video,Mobile,Video,2491250,909769,847798,6853,1633.89,0.35,1062.03,0.81,1.93,0.24,4
9812,2020-9-8-11,Format3,480,70,33600,Inter217,Web,Desktop,Video,1939658,883966,825904,4212,1633.99,0.35,1062.09,0.51,1.98,0.39,4
